#proteinId	gotermId	goName	gotermType	goAcc
2	2930	nucleoside diphosphate kinase activity	molecular_function	GO:0004550
5387	2227	structural constituent of ribosome	molecular_function	GO:0003735
5387	3827	intracellular	cellular_component	GO:0005622
5387	4025	ribosome	cellular_component	GO:0005840
5387	4556	translation	biological_process	GO:0006412
5388	4598	protein modification process	biological_process	GO:0006464
5393	3708	binding	molecular_function	GO:0005488
5394	2175	nucleic acid binding	molecular_function	GO:0003676
5395	2175	nucleic acid binding	molecular_function	GO:0003676
5396	3043	protein kinase activity	molecular_function	GO:0004672
5396	3736	ATP binding	molecular_function	GO:0005524
5396	4602	protein amino acid phosphorylation	biological_process	GO:0006468
5396	3079	protein-tyrosine kinase activity	molecular_function	GO:0004713
5396	3045	protein serine/threonine kinase activity	molecular_function	GO:0004674
5400	2628	aspartic-type endopeptidase activity	molecular_function	GO:0004190
5400	4639	proteolysis	biological_process	GO:0006508
5401	5967	isoprenoid biosynthetic process	biological_process	GO:0008299
5402	3708	binding	molecular_function	GO:0005488
5402	2745	glucan 1,4-alpha-glucosidase activity	molecular_function	GO:0004339
5404	9321	integral to membrane	cellular_component	GO:0016021
5404	14021	phosphopantetheine binding	molecular_function	GO:0031177
5406	3114	ribonucleoside-diphosphate reductase activity	molecular_function	GO:0004748
5406	6791	deoxyribonucleoside diphosphate metabolic process	biological_process	GO:0009186
5406	9710	oxidoreductase activity	molecular_function	GO:0016491
5406	21336	transition metal ion binding	molecular_function	GO:0046914
5408	2745	glucan 1,4-alpha-glucosidase activity	molecular_function	GO:0004339
5409	4642	ubiquitin-dependent protein catabolic process	biological_process	GO:0006511
5409	3727	protein binding	molecular_function	GO:0005515
5411	2227	structural constituent of ribosome	molecular_function	GO:0003735
5411	3827	intracellular	cellular_component	GO:0005622
5411	4025	ribosome	cellular_component	GO:0005840
5411	4556	translation	biological_process	GO:0006412
5413	2657	ubiquitin thiolesterase activity	molecular_function	GO:0004221
5413	4642	ubiquitin-dependent protein catabolic process	biological_process	GO:0006511
5413	3708	binding	molecular_function	GO:0005488
5414	5765	N-acetyltransferase activity	molecular_function	GO:0008080
5414	5830	metabolic process	biological_process	GO:0008152
5415	6387	UDP-N-acetylmuramoylalanyl-D-glutamyl-2,6-diaminopimelate-D-alanyl-D-alanine ligase activity	molecular_function	GO:0008766
5415	10509	ribosomal S6-glutamic acid ligase activity	molecular_function	GO:0018169
5415	19237	coenzyme F420-0 gamma-glutamyl ligase activity	molecular_function	GO:0043773
5415	19238	coenzyme F420-2 alpha-glutamyl ligase activity	molecular_function	GO:0043774
5418	4591	protein folding	biological_process	GO:0006457
5419	9320	membrane	cellular_component	GO:0016020
5419	3706	SNAP receptor activity	molecular_function	GO:0005484
5419	4994	intracellular protein transport	biological_process	GO:0006886
5419	3727	protein binding	molecular_function	GO:0005515
5419	9480	vesicle-mediated transport	biological_process	GO:0016192
5422	3827	intracellular	cellular_component	GO:0005622
5424	9321	integral to membrane	cellular_component	GO:0016021
5425	5830	metabolic process	biological_process	GO:0008152
5425	9940	transferase activity	molecular_function	GO:0016740
5425	2905	nicotinate-nucleotide diphosphorylase (carboxylating) activity	molecular_function	GO:0004514
5425	7026	NAD biosynthetic process	biological_process	GO:0009435
5425	11629	pyridine nucleotide biosynthetic process	biological_process	GO:0019363
5426	5765	N-acetyltransferase activity	molecular_function	GO:0008080
5426	5830	metabolic process	biological_process	GO:0008152
5426	2802	histone acetyltransferase activity	molecular_function	GO:0004402
5427	3930	cytoplasm	cellular_component	GO:0005737
5427	4758	lipid metabolic process	biological_process	GO:0006629
5427	9321	integral to membrane	cellular_component	GO:0016021
5427	9834	oxidoreductase activity, acting on the CH-CH group of donors	molecular_function	GO:0016627
5427	2331	3-oxo-5-alpha-steroid 4-dehydrogenase activity	molecular_function	GO:0003865
5428	2290	catalytic activity	molecular_function	GO:0003824
5428	3736	ATP binding	molecular_function	GO:0005524
5428	5830	metabolic process	biological_process	GO:0008152
5430	2745	glucan 1,4-alpha-glucosidase activity	molecular_function	GO:0004339
5432	2700	subtilase activity	molecular_function	GO:0004289
5432	4639	proteolysis	biological_process	GO:0006508
5432	2175	nucleic acid binding	molecular_function	GO:0003676
5432	2792	helicase activity	molecular_function	GO:0004386
5432	3736	ATP binding	molecular_function	GO:0005524
5432	5716	ATP-dependent helicase activity	molecular_function	GO:0008026
5432	611	diacylglycerol pyrophosphate phosphatase activity	molecular_function	GO:0000810
5432	3147	thiamin-pyrophosphatase activity	molecular_function	GO:0004787
5432	6073	8-oxo-7,8-dihydroguanine triphosphatase activity	molecular_function	GO:0008413
5432	6379	UDP-2,3-diacylglucosamine hydrolase activity	molecular_function	GO:0008758
5432	6416	bis(5'-nucleosyl)-tetraphosphatase activity	molecular_function	GO:0008796
5432	6447	dATP pyrophosphohydrolase activity	molecular_function	GO:0008828
5432	9684	pyrophosphatase activity	molecular_function	GO:0016462
5432	11455	dihydroneopterin monophosphate phosphatase activity	molecular_function	GO:0019176
5432	11456	dihydroneopterin triphosphate pyrophosphohydrolase activity	molecular_function	GO:0019177
5432	18631	ATP-dependent 5'-3' DNA helicase activity	molecular_function	GO:0043141
5433	3838	nucleus	cellular_component	GO:0005634
5433	13635	[ribulose-bisphosphate carboxylase]-lysine N-methyltransferase activity	molecular_function	GO:0030785
5435	3838	nucleus	cellular_component	GO:0005634
5435	2175	nucleic acid binding	molecular_function	GO:0003676
5435	3827	intracellular	cellular_component	GO:0005622
5435	5939	zinc ion binding	molecular_function	GO:0008270
5436	2770	glutathione transferase activity	molecular_function	GO:0004364
5437	2450	ATP-dependent DNA helicase activity	molecular_function	GO:0004003
5437	2451	ATP-dependent RNA helicase activity	molecular_function	GO:0004004
5437	5716	ATP-dependent helicase activity	molecular_function	GO:0008026
5437	5778	DNA-dependent ATPase activity	molecular_function	GO:0008094
5437	5860	RNA-dependent ATPase activity	molecular_function	GO:0008186
5437	8800	protein-transmembrane transporting ATPase activity	molecular_function	GO:0015462
5437	10082	ATPase activity	molecular_function	GO:0016887
5437	10273	single-stranded DNA-dependent ATP-dependent DNA helicase activity	molecular_function	GO:0017116
5437	18132	ATPase activity, coupled	molecular_function	GO:0042623
5437	18133	ATPase activity, uncoupled	molecular_function	GO:0042624
5437	18134	ATPase activity, coupled to transmembrane movement of ions	molecular_function	GO:0042625
5437	18135	ATPase activity, coupled to transmembrane movement of substances	molecular_function	GO:0042626
5438	7340	photosynthesis, light harvesting	biological_process	GO:0009765
5438	9320	membrane	cellular_component	GO:0016020
5439	7340	photosynthesis, light harvesting	biological_process	GO:0009765
5439	9320	membrane	cellular_component	GO:0016020
5442	3546	transporter activity	molecular_function	GO:0005215
5442	4927	transport	biological_process	GO:0006810
5442	9321	integral to membrane	cellular_component	GO:0016021
5445	2416	RNA-3'-phosphate cyclase activity	molecular_function	GO:0003963
5445	3838	nucleus	cellular_component	GO:0005634
5446	3727	protein binding	molecular_function	GO:0005515
5446	4595	protein complex assembly	biological_process	GO:0006461
5446	4994	intracellular protein transport	biological_process	GO:0006886
5446	6212	protein transporter activity	molecular_function	GO:0008565
5446	9480	vesicle-mediated transport	biological_process	GO:0016192
5446	13025	clathrin adaptor complex	cellular_component	GO:0030131
5446	4927	transport	biological_process	GO:0006810
5449	2553	3',5'-cyclic-nucleotide phosphodiesterase activity	molecular_function	GO:0004114
5449	5250	signal transduction	biological_process	GO:0007165
5449	2290	catalytic activity	molecular_function	GO:0003824
5450	2175	nucleic acid binding	molecular_function	GO:0003676
5450	5939	zinc ion binding	molecular_function	GO:0008270
5450	13391	transcription regulator activity	molecular_function	GO:0030528
5450	19908	regulation of transcription	biological_process	GO:0045449
5450	2356	DNA-directed RNA polymerase activity	molecular_function	GO:0003899
5450	2357	DNA-directed RNA polymerase I activity	molecular_function	GO:0003900
5450	2358	DNA-directed RNA polymerase II activity	molecular_function	GO:0003901
5450	2359	DNA-directed RNA polymerase III activity	molecular_function	GO:0003902
5450	16888	RNA polymerase activity	molecular_function	GO:0034062
5462	9971	phosphotransferase activity, alcohol group as acceptor	molecular_function	GO:0016773
5462	3708	binding	molecular_function	GO:0005488
5464	2594	dihydropteroate synthase activity	molecular_function	GO:0004156
5464	6988	folic acid and derivative biosynthetic process	biological_process	GO:0009396
5464	6513	homocysteine S-methyltransferase activity	molecular_function	GO:0008898
5464	6333	methionine synthase activity	molecular_function	GO:0008705
5464	6695	methionine biosynthetic process	biological_process	GO:0009086
5464	14260	cobalamin binding	molecular_function	GO:0031419
5464	21295	metal ion binding	molecular_function	GO:0046872
5464	3827	intracellular	cellular_component	GO:0005622
5464	19375	cellular metabolic process	biological_process	GO:0044237
5464	24151	cobalt ion binding	molecular_function	GO:0050897
5465	2175	nucleic acid binding	molecular_function	GO:0003676
5465	5939	zinc ion binding	molecular_function	GO:0008270
5465	3727	protein binding	molecular_function	GO:0005515
5466	2175	nucleic acid binding	molecular_function	GO:0003676
5466	3827	intracellular	cellular_component	GO:0005622
5469	2196	transcription factor activity	molecular_function	GO:0003700
5469	3838	nucleus	cellular_component	GO:0005634
5469	4504	regulation of transcription, DNA-dependent	biological_process	GO:0006355
5469	2176	DNA binding	molecular_function	GO:0003677
5470	3736	ATP binding	molecular_function	GO:0005524
5470	10082	ATPase activity	molecular_function	GO:0016887
5470	162	nucleotide binding	molecular_function	GO:0000166
5470	10269	nucleoside-triphosphatase activity	molecular_function	GO:0017111
5475	2290	catalytic activity	molecular_function	GO:0003824
5475	24783	iron-sulfur cluster binding	molecular_function	GO:0051536
5476	2176	DNA binding	molecular_function	GO:0003677
5476	2356	DNA-directed RNA polymerase activity	molecular_function	GO:0003899
5476	3838	nucleus	cellular_component	GO:0005634
5476	4499	transcription	biological_process	GO:0006350
5476	2357	DNA-directed RNA polymerase I activity	molecular_function	GO:0003900
5476	2358	DNA-directed RNA polymerase II activity	molecular_function	GO:0003901
5476	2359	DNA-directed RNA polymerase III activity	molecular_function	GO:0003902
5476	16888	RNA polymerase activity	molecular_function	GO:0034062
5480	7187	response to biotic stimulus	biological_process	GO:0009607
5480	7535	regulation of signal transduction	biological_process	GO:0009966
5482	2290	catalytic activity	molecular_function	GO:0003824
5482	9275	guanosine tetraphosphate metabolic process	biological_process	GO:0015969
5483	2443	acyl-CoA dehydrogenase activity	molecular_function	GO:0003995
5483	4283	electron transport	biological_process	GO:0006118
5483	9834	oxidoreductase activity, acting on the CH-CH group of donors	molecular_function	GO:0016627
5483	5830	metabolic process	biological_process	GO:0008152
5483	2445	acyl-CoA oxidase activity	molecular_function	GO:0003997
5484	2290	catalytic activity	molecular_function	GO:0003824
5484	4160	trehalose biosynthetic process	biological_process	GO:0005992
5484	5830	metabolic process	biological_process	GO:0008152
5485	2175	nucleic acid binding	molecular_function	GO:0003676
5485	3827	intracellular	cellular_component	GO:0005622
5485	5939	zinc ion binding	molecular_function	GO:0008270
5486	2228	translation initiation factor activity	molecular_function	GO:0003743
5486	4557	translational initiation	biological_process	GO:0006413
5486	3149	thiamin-phosphate diphosphorylase activity	molecular_function	GO:0004789
5486	6833	thiamin biosynthetic process	biological_process	GO:0009228
5488	13917	heat shock protein binding	molecular_function	GO:0031072
5489	3727	protein binding	molecular_function	GO:0005515
5489	5939	zinc ion binding	molecular_function	GO:0008270
5490	3043	protein kinase activity	molecular_function	GO:0004672
5490	3736	ATP binding	molecular_function	GO:0005524
5490	4602	protein amino acid phosphorylation	biological_process	GO:0006468
5490	3079	protein-tyrosine kinase activity	molecular_function	GO:0004713
5490	3045	protein serine/threonine kinase activity	molecular_function	GO:0004674
5490	3046	transmembrane receptor protein serine/threonine kinase activity	molecular_function	GO:0004675
5490	3047	3-phosphoinositide-dependent protein kinase activity	molecular_function	GO:0004676
5490	3048	DNA-dependent protein kinase activity	molecular_function	GO:0004677
5490	3049	AMP-activated protein kinase activity	molecular_function	GO:0004679
5490	3050	casein kinase activity	molecular_function	GO:0004680
5490	3051	casein kinase I activity	molecular_function	GO:0004681
5490	3057	cyclic nucleotide-dependent protein kinase activity	molecular_function	GO:0004690
5490	3061	eukaryotic translation initiation factor 2alpha kinase activity	molecular_function	GO:0004694
5490	3062	galactosyltransferase-associated kinase activity	molecular_function	GO:0004695
5490	3063	glycogen synthase kinase 3 activity	molecular_function	GO:0004696
5490	3065	calcium-dependent protein kinase C activity	molecular_function	GO:0004698
5490	3067	atypical protein kinase C activity	molecular_function	GO:0004700
5490	3068	receptor signaling protein serine/threonine kinase activity	molecular_function	GO:0004702
5490	3070	NF-kappaB-inducing kinase activity	molecular_function	GO:0004704
5490	3071	JUN kinase activity	molecular_function	GO:0004705
5490	3072	JUN kinase kinase kinase activity	molecular_function	GO:0004706
5490	3074	MAP kinase kinase activity	molecular_function	GO:0004708
5490	3076	MAP/ERK kinase kinase activity	molecular_function	GO:0004710
5490	3077	ribosomal protein S6 kinase activity	molecular_function	GO:0004711
5490	3084	Janus kinase activity	molecular_function	GO:0004718
5490	6004	MAP kinase 1 activity	molecular_function	GO:0008338
5490	6005	MP kinase activity	molecular_function	GO:0008339
5490	6015	MAP kinase kinase kinase kinase activity	molecular_function	GO:0008349
5490	6196	JUN kinase kinase activity	molecular_function	GO:0008545
5490	10102	MAP kinase 2 activity	molecular_function	GO:0016908
5490	10103	SAP kinase activity	molecular_function	GO:0016909
5490	11472	transmembrane receptor protein kinase activity	molecular_function	GO:0019199
5490	12154	cyclin-dependent protein kinase activating kinase activity	molecular_function	GO:0019912
5490	17037	GTP-dependent protein kinase activity	molecular_function	GO:0034211
5491	3708	binding	molecular_function	GO:0005488
5491	4927	transport	biological_process	GO:0006810
5491	9320	membrane	cellular_component	GO:0016020
5491	3935	mitochondrial inner membrane	cellular_component	GO:0005743
5493	2176	DNA binding	molecular_function	GO:0003677
5493	3827	intracellular	cellular_component	GO:0005622
5495	3978	endoplasmic reticulum membrane	cellular_component	GO:0005789
5495	4637	GPI anchor biosynthetic process	biological_process	GO:0006506
5495	9321	integral to membrane	cellular_component	GO:0016021
5497	2290	catalytic activity	molecular_function	GO:0003824
5497	6856	peptidoglycan biosynthetic process	biological_process	GO:0009252
5497	6878	peptidoglycan-based cell wall	cellular_component	GO:0009274
5497	6290	penicillin binding	molecular_function	GO:0008658
5497	6877	peptidoglycan-based cell wall biogenesis	biological_process	GO:0009273
5500	4143	carbohydrate metabolic process	biological_process	GO:0005975
5500	18089	phosphoric ester hydrolase activity	molecular_function	GO:0042578
5500	23540	sedoheptulose-bisphosphatase activity	molecular_function	GO:0050278
5501	9985	hydrolase activity	molecular_function	GO:0016787
5502	5143	cell cycle	biological_process	GO:0007049
5503	2290	catalytic activity	molecular_function	GO:0003824
5503	3708	binding	molecular_function	GO:0005488
5503	5830	metabolic process	biological_process	GO:0008152
5504	3043	protein kinase activity	molecular_function	GO:0004672
5504	3736	ATP binding	molecular_function	GO:0005524
5504	4602	protein amino acid phosphorylation	biological_process	GO:0006468
5504	3079	protein-tyrosine kinase activity	molecular_function	GO:0004713
5504	3045	protein serine/threonine kinase activity	molecular_function	GO:0004674
5504	3052	protein kinase CK2 activity	molecular_function	GO:0004682
5505	5939	zinc ion binding	molecular_function	GO:0008270
5508	2715	exo-alpha-sialidase activity	molecular_function	GO:0004308
5510	3727	protein binding	molecular_function	GO:0005515
5516	2290	catalytic activity	molecular_function	GO:0003824
5516	5830	metabolic process	biological_process	GO:0008152
5516	4760	fatty acid metabolic process	biological_process	GO:0006631
5516	9710	oxidoreductase activity	molecular_function	GO:0016491
5516	3708	binding	molecular_function	GO:0005488
5517	3736	ATP binding	molecular_function	GO:0005524
5517	10082	ATPase activity	molecular_function	GO:0016887
5519	3706	SNAP receptor activity	molecular_function	GO:0005484
5519	4994	intracellular protein transport	biological_process	GO:0006886
5519	9320	membrane	cellular_component	GO:0016020
5519	3727	protein binding	molecular_function	GO:0005515
5519	9480	vesicle-mediated transport	biological_process	GO:0016192
5519	22562	Golgi vesicle transport	biological_process	GO:0048193
5521	2620	carboxypeptidase A activity	molecular_function	GO:0004182
5521	4639	proteolysis	biological_process	GO:0006508
5521	5939	zinc ion binding	molecular_function	GO:0008270
5524	3043	protein kinase activity	molecular_function	GO:0004672
5524	3736	ATP binding	molecular_function	GO:0005524
5524	4602	protein amino acid phosphorylation	biological_process	GO:0006468
5524	3079	protein-tyrosine kinase activity	molecular_function	GO:0004713
5524	3045	protein serine/threonine kinase activity	molecular_function	GO:0004674
5524	3073	MAP kinase activity	molecular_function	GO:0004707
5527	2175	nucleic acid binding	molecular_function	GO:0003676
5528	3530	structural molecule activity	molecular_function	GO:0005198
5531	2227	structural constituent of ribosome	molecular_function	GO:0003735
5531	3827	intracellular	cellular_component	GO:0005622
5531	4025	ribosome	cellular_component	GO:0005840
5531	4556	translation	biological_process	GO:0006412
5532	2176	DNA binding	molecular_function	GO:0003677
5532	2356	DNA-directed RNA polymerase activity	molecular_function	GO:0003899
5532	4499	transcription	biological_process	GO:0006350
5532	14021	phosphopantetheine binding	molecular_function	GO:0031177
5532	2357	DNA-directed RNA polymerase I activity	molecular_function	GO:0003900
5532	2358	DNA-directed RNA polymerase II activity	molecular_function	GO:0003901
5532	2359	DNA-directed RNA polymerase III activity	molecular_function	GO:0003902
5532	16888	RNA polymerase activity	molecular_function	GO:0034062
5534	3737	GTP binding	molecular_function	GO:0005525
5534	5344	small GTPase mediated signal transduction	biological_process	GO:0007264
5534	3736	ATP binding	molecular_function	GO:0005524
5534	3827	intracellular	cellular_component	GO:0005622
5534	4504	regulation of transcription, DNA-dependent	biological_process	GO:0006355
5534	5814	transcription factor binding	molecular_function	GO:0008134
5534	8400	protein transport	biological_process	GO:0015031
5534	2378	GTPase activity	molecular_function	GO:0003924
5534	2379	small monomeric GTPase activity	molecular_function	GO:0003925
5538	3827	intracellular	cellular_component	GO:0005622
5538	5939	zinc ion binding	molecular_function	GO:0008270
5540	9321	integral to membrane	cellular_component	GO:0016021
5541	2176	DNA binding	molecular_function	GO:0003677
5541	3838	nucleus	cellular_component	GO:0005634
5541	2175	nucleic acid binding	molecular_function	GO:0003676
5541	3827	intracellular	cellular_component	GO:0005622
5541	5939	zinc ion binding	molecular_function	GO:0008270
5543	3724	calcium ion binding	molecular_function	GO:0005509
5548	815	rhodopsin-like receptor activity	molecular_function	GO:0001584
5548	5270	G-protein coupled receptor protein signaling pathway	biological_process	GO:0007186
5548	9321	integral to membrane	cellular_component	GO:0016021
5548	2657	ubiquitin thiolesterase activity	molecular_function	GO:0004221
5548	4642	ubiquitin-dependent protein catabolic process	biological_process	GO:0006511
5548	5939	zinc ion binding	molecular_function	GO:0008270
5550	3724	calcium ion binding	molecular_function	GO:0005509
5551	5939	zinc ion binding	molecular_function	GO:0008270
5553	10375	histone-lysine N-methyltransferase activity	molecular_function	GO:0018024
5554	3547	ion channel activity	molecular_function	GO:0005216
5554	4928	ion transport	biological_process	GO:0006811
5554	9320	membrane	cellular_component	GO:0016020
5555	3724	calcium ion binding	molecular_function	GO:0005509
5557	3724	calcium ion binding	molecular_function	GO:0005509
5561	2216	RNA binding	molecular_function	GO:0003723
5561	2928	ribonuclease activity	molecular_function	GO:0004540
5561	6476	exoribonuclease II activity	molecular_function	GO:0008859
5562	3722	copper ion binding	molecular_function	GO:0005507
5562	4283	electron transport	biological_process	GO:0006118
5562	6664	electron carrier activity	molecular_function	GO:0009055
5563	2244	microtubule motor activity	molecular_function	GO:0003777
5563	3736	ATP binding	molecular_function	GO:0005524
5563	4051	microtubule associated complex	cellular_component	GO:0005875
5563	5113	microtubule-based movement	biological_process	GO:0007018
5563	162	nucleotide binding	molecular_function	GO:0000166
5566	5323	intracellular signaling cascade	biological_process	GO:0007242
5566	6795	cyclic nucleotide biosynthetic process	biological_process	GO:0009190
5566	10044	phosphorus-oxygen lyase activity	molecular_function	GO:0016849
5566	155	two-component response regulator activity	molecular_function	GO:0000156
5566	157	two-component signal transduction system (phosphorelay)	biological_process	GO:0000160
5566	4504	regulation of transcription, DNA-dependent	biological_process	GO:0006355
5566	2553	3',5'-cyclic-nucleotide phosphodiesterase activity	molecular_function	GO:0004114
5566	5250	signal transduction	biological_process	GO:0007165
5566	24589	regulation of cyclic-nucleotide phosphodiesterase activity	biological_process	GO:0051342
5571	19912	cell redox homeostasis	biological_process	GO:0045454
5571	4283	electron transport	biological_process	GO:0006118
5571	6664	electron carrier activity	molecular_function	GO:0009055
5571	2234	protein disulfide isomerase activity	molecular_function	GO:0003756
5573	4591	protein folding	biological_process	GO:0006457
5573	2233	peptidyl-prolyl cis-trans isomerase activity	molecular_function	GO:0003755
5573	2975	cyclophilin	molecular_function	GO:0004600
5573	12948	FK506-sensitive peptidyl-prolyl cis-trans isomerase	molecular_function	GO:0030051
5573	17567	cyclophilin-type peptidyl-prolyl cis-trans isomerase activity	molecular_function	GO:0042027
5574	2244	microtubule motor activity	molecular_function	GO:0003777
5574	3736	ATP binding	molecular_function	GO:0005524
5574	4051	microtubule associated complex	cellular_component	GO:0005875
5574	5113	microtubule-based movement	biological_process	GO:0007018
5574	6221	plus-end-directed microtubule motor activity	molecular_function	GO:0008574
5575	2216	RNA binding	molecular_function	GO:0003723
5575	3708	binding	molecular_function	GO:0005488
5576	4928	ion transport	biological_process	GO:0006811
5576	9320	membrane	cellular_component	GO:0016020
5576	13455	neurotransmitter receptor activity	molecular_function	GO:0030594
5578	5765	N-acetyltransferase activity	molecular_function	GO:0008080
5578	5830	metabolic process	biological_process	GO:0008152
5579	2628	aspartic-type endopeptidase activity	molecular_function	GO:0004190
5579	4639	proteolysis	biological_process	GO:0006508
5580	3727	protein binding	molecular_function	GO:0005515
5580	5939	zinc ion binding	molecular_function	GO:0008270
5581	5939	zinc ion binding	molecular_function	GO:0008270
5581	9985	hydrolase activity	molecular_function	GO:0016787
5581	2290	catalytic activity	molecular_function	GO:0003824
5585	4283	electron transport	biological_process	GO:0006118
5585	9710	oxidoreductase activity	molecular_function	GO:0016491
5585	23919	FAD binding	molecular_function	GO:0050660
5585	2407	NADH dehydrogenase activity	molecular_function	GO:0003954
5587	4929	cation transport	biological_process	GO:0006812
5587	5991	cation transmembrane transporter activity	molecular_function	GO:0008324
5587	9320	membrane	cellular_component	GO:0016020
5590	3195	tubulin-tyrosine ligase activity	molecular_function	GO:0004835
5590	4598	protein modification process	biological_process	GO:0006464
5591	3043	protein kinase activity	molecular_function	GO:0004672
5591	3736	ATP binding	molecular_function	GO:0005524
5591	4602	protein amino acid phosphorylation	biological_process	GO:0006468
5591	3079	protein-tyrosine kinase activity	molecular_function	GO:0004713
5591	3045	protein serine/threonine kinase activity	molecular_function	GO:0004674
5591	6102	phosphofructokinase activity	molecular_function	GO:0008443
5591	6245	phosphorylase kinase regulator activity	molecular_function	GO:0008607
5591	6438	cobinamide kinase activity	molecular_function	GO:0008819
5591	9578	phosphatidylinositol phosphate kinase activity	molecular_function	GO:0016307
5591	9751	cyclin-dependent protein kinase regulator activity	molecular_function	GO:0016538
5591	11022	phenol kinase activity	molecular_function	GO:0018720
5591	12155	cyclin-dependent protein kinase activating kinase regulator activity	molecular_function	GO:0019914
5591	15776	inositol tetrakisphosphate 2-kinase activity	molecular_function	GO:0032942
5591	17186	phosphoinositide 3-kinase activity	molecular_function	GO:0035004
5591	18069	eukaryotic elongation factor-2 kinase regulator activity	molecular_function	GO:0042556
5591	18070	eukaryotic elongation factor-2 kinase activator activity	molecular_function	GO:0042557
5591	19207	LPPG:FO 2-phospho-L-lactate transferase activity	molecular_function	GO:0043743
5591	19235	cytidine kinase activity	molecular_function	GO:0043771
5591	19262	glycerate 2-kinase activity	molecular_function	GO:0043798
5591	19305	(S)-lactate 2-kinase activity	molecular_function	GO:0043841
5591	24976	polynucleotide kinase activity	molecular_function	GO:0051731
5591	24979	ATP-dependent polynucleotide kinase activity	molecular_function	GO:0051734
5591	24980	GTP-dependent polynucleotide kinase activity	molecular_function	GO:0051735
5593	4050	microtubule	cellular_component	GO:0005874
5593	5116	tubulin folding	biological_process	GO:0007021
5593	24336	unfolded protein binding	molecular_function	GO:0051082
5596	2176	DNA binding	molecular_function	GO:0003677
5596	2196	transcription factor activity	molecular_function	GO:0003700
5596	3838	nucleus	cellular_component	GO:0005634
5596	19908	regulation of transcription	biological_process	GO:0045449
5599	9321	integral to membrane	cellular_component	GO:0016021
5600	3727	protein binding	molecular_function	GO:0005515
5600	5939	zinc ion binding	molecular_function	GO:0008270
5602	2290	catalytic activity	molecular_function	GO:0003824
5602	21295	metal ion binding	molecular_function	GO:0046872
5602	24786	4 iron, 4 sulfur cluster binding	molecular_function	GO:0051539
5602	24783	iron-sulfur cluster binding	molecular_function	GO:0051536
5602	4894	Mo-molybdopterin cofactor biosynthetic process	biological_process	GO:0006777
5602	11295	molybdopterin synthase complex	cellular_component	GO:0019008
5603	3930	cytoplasm	cellular_component	GO:0005737
5603	4934	phosphate transport	biological_process	GO:0006817
5603	6387	UDP-N-acetylmuramoylalanyl-D-glutamyl-2,6-diaminopimelate-D-alanyl-D-alanine ligase activity	molecular_function	GO:0008766
5603	10509	ribosomal S6-glutamic acid ligase activity	molecular_function	GO:0018169
5603	19237	coenzyme F420-0 gamma-glutamyl ligase activity	molecular_function	GO:0043773
5603	19238	coenzyme F420-2 alpha-glutamyl ligase activity	molecular_function	GO:0043774
5605	5939	zinc ion binding	molecular_function	GO:0008270
5605	2290	catalytic activity	molecular_function	GO:0003824
5605	3708	binding	molecular_function	GO:0005488
5605	5830	metabolic process	biological_process	GO:0008152
5607	2290	catalytic activity	molecular_function	GO:0003824
5607	5830	metabolic process	biological_process	GO:0008152
5608	9985	hydrolase activity	molecular_function	GO:0016787
5608	3087	phosphoprotein phosphatase activity	molecular_function	GO:0004721
5608	3089	calcium-dependent protein serine/threonine phosphatase activity	molecular_function	GO:0004723
5608	3090	magnesium-dependent protein serine/threonine phosphatase activity	molecular_function	GO:0004724
5608	4132	magnesium-dependent protein serine/threonine phosphatase complex	cellular_component	GO:0005963
5608	6080	CTD phosphatase activity	molecular_function	GO:0008420
5608	6240	calcium-dependent protein serine/threonine phosphatase regulator activity	molecular_function	GO:0008597
5608	10186	myosin phosphatase activity	molecular_function	GO:0017018
5608	10187	myosin phosphatase regulator activity	molecular_function	GO:0017020
5608	10190	myosin phosphatase complex	cellular_component	GO:0017023
5609	5849	O-methyltransferase activity	molecular_function	GO:0008171
5609	17926	caffeoyl-CoA O-methyltransferase activity	molecular_function	GO:0042409
5611	3978	endoplasmic reticulum membrane	cellular_component	GO:0005789
5611	4637	GPI anchor biosynthetic process	biological_process	GO:0006506
5611	9321	integral to membrane	cellular_component	GO:0016021
5614	4650	amino acid metabolic process	biological_process	GO:0006520
5615	4591	protein folding	biological_process	GO:0006457
5616	3930	cytoplasm	cellular_component	GO:0005737
5616	10248	glycolipid transporter activity	molecular_function	GO:0017089
5616	21262	glycolipid transport	biological_process	GO:0046836
5616	25106	glycolipid binding	molecular_function	GO:0051861
5617	3827	intracellular	cellular_component	GO:0005622
5617	5939	zinc ion binding	molecular_function	GO:0008270
5617	9710	oxidoreductase activity	molecular_function	GO:0016491
5617	2176	DNA binding	molecular_function	GO:0003677
5620	3574	voltage-gated potassium channel activity	molecular_function	GO:0005249
5620	4930	potassium ion transport	biological_process	GO:0006813
5620	5761	voltage-gated potassium channel complex	cellular_component	GO:0008076
5620	3547	ion channel activity	molecular_function	GO:0005216
5620	4928	ion transport	biological_process	GO:0006811
5620	9320	membrane	cellular_component	GO:0016020
5623	2824	inorganic diphosphatase activity	molecular_function	GO:0004427
5623	7255	hydrogen-translocating pyrophosphatase activity	molecular_function	GO:0009678
5623	9298	proton transport	biological_process	GO:0015992
5623	9320	membrane	cellular_component	GO:0016020
5624	2928	ribonuclease activity	molecular_function	GO:0004540
5624	5721	tRNA processing	biological_process	GO:0008033
