query id	subject id	% identity	alignment length	mismatches	gap opens	q. start	q. end	s. start	s. end	evalue	bit score	COG#	functional categories					COG protein description
jgi|MicpuN3v2|4557|wlab.247790.1	CDD:225449	24.713	174	97	10	49	214	27	174	1.41e-07	48.0	COG2896	H					Molybdenum cofactor biosynthesis enzyme
jgi|MicpuN3v2|4559|wlab.245164.1	CDD:227881	22.314	242	119	6	266	454	206	431	1.99e-07	52.4	COG5594	S					Uncharacterized integral membrane protein
jgi|MicpuN3v2|455|wlab.247090.1	CDD:224136	19.061	362	235	14	204	552	59	375	2.41e-07	50.3	COG1215	M					Glycosyltransferases, probably involved in cell wall biogenesis
jgi|MicpuN3v2|4561|wlab.235429.1	CDD:223619	51.562	128	53	3	97	224	87	205	7.98e-50	158	COG0545	O					FKBP-type peptidyl-prolyl cis-trans isomerases 1
jgi|MicpuN3v2|4562|wlab.247791.1	CDD:225557	30.822	146	77	7	81	222	2	127	8.17e-24	90.6	COG3012	S					Uncharacterized protein conserved in bacteria
jgi|MicpuN3v2|4564|wlab.235428.1	CDD:223589	27.632	304	182	9	711	988	1	292	3.92e-40	150	COG0515	R	T	K	L		Serine/threonine protein kinase
jgi|MicpuN3v2|4566|wlab.247792.1	CDD:223273	26.549	113	75	3	129	237	6	114	4.75e-04	38.0	COG0195	K					Transcription elongation factor
jgi|MicpuN3v2|4567|wlab.235427.1	CDD:225421	27.160	405	228	15	54	444	1	352	5.77e-40	144	COG2866	E					Predicted carboxypeptidase
jgi|MicpuN3v2|4569|wlab.235425.1	CDD:227525	32.314	229	126	6	1	228	3	203	2.40e-33	116	COG5198	R					Protein tyrosine phosphatase-like protein (contains Pro instead of catalytic Arg)
jgi|MicpuN3v2|4570|wlab.16373.1	CDD:227935	35.616	73	47	0	218	290	71	143	1.10e-09	54.5	COG5648	B					Chromatin-associated proteins containing the HMG domain
jgi|MicpuN3v2|4571|wlab.235423.1	CDD:223587	31.965	463	297	10	63	521	28	476	4.21e-109	341	COG0513	L	K	J			Superfamily II DNA and RNA helicases
jgi|MicpuN3v2|4572|wlab.235422.1	CDD:226143	21.041	442	237	18	32	461	15	356	5.24e-24	100	COG3616	E					Predicted amino acid aldolase or racemase
jgi|MicpuN3v2|4574|wlab.235420.1	CDD:223560	36.441	118	63	3	20	128	2	116	1.56e-23	99.6	COG0484	O					DnaJ-class molecular chaperone with C-terminal Zn finger domain
jgi|MicpuN3v2|4576|wlab.235418.1	CDD:223591	28.090	89	59	3	123	210	5	89	1.13e-05	40.5	COG0517	R					FOG: CBS domain
jgi|MicpuN3v2|4578|wlab.235416.1	CDD:226734	24.581	358	224	18	16	370	2	316	1.08e-26	110	COG4284	G					UDP-glucose pyrophosphorylase
jgi|MicpuN3v2|4579|wlab.235415.1	CDD:224384	22.832	346	214	9	46	385	13	311	1.98e-45	158	COG1467	L					Eukaryotic-type DNA primase, catalytic (small) subunit
jgi|MicpuN3v2|457|wlab.247094.1	CDD:226344	36.585	246	147	5	100	344	21	258	8.63e-61	193	COG3823	O					Glutamine cyclotransferase
jgi|MicpuN3v2|4582|wlab.5301.1	CDD:224117	21.147	279	201	8	534	802	230	499	1.27e-06	49.3	COG1196	D					Chromosome segregation ATPases
jgi|MicpuN3v2|4583|wlab.235413.1	CDD:223587	34.241	514	319	9	165	665	5	512	1.04e-125	384	COG0513	L	K	J			Superfamily II DNA and RNA helicases
jgi|MicpuN3v2|4585|wlab.8414.1	CDD:223868	23.810	63	36	2	162	224	132	182	4.38e-08	49.0	COG0797	M					Lipoproteins
jgi|MicpuN3v2|4586|wlab.5302.1	CDD:224172	25.000	44	33	0	45	88	360	403	2.75e-05	38.0	COG1252	C					NADH dehydrogenase, FAD-containing subunit
jgi|MicpuN3v2|4587|wlab.231345.1	CDD:223589	31.399	293	174	11	421	701	2	279	9.66e-43	156	COG0515	R	T	K	L		Serine/threonine protein kinase
jgi|MicpuN3v2|4588|wlab.231346.1	CDD:224808	30.220	182	117	4	52	226	8	186	1.99e-41	137	COG1896	R					Predicted hydrolases of HD superfamily
jgi|MicpuN3v2|4590|wlab.247794.1	CDD:227354	42.654	422	229	7	3889	4309	462	871	5.29e-138	453	COG5021	O					Ubiquitin-protein ligase
jgi|MicpuN3v2|4591|wlab.235408.1	CDD:223535	33.835	532	323	12	12	534	1	512	1.16e-157	458	COG0459	O					Chaperonin GroEL (HSP60 family)
jgi|MicpuN3v2|4592|wlab.235407.1	CDD:224117	24.405	168	126	1	317	484	326	492	4.52e-04	40.5	COG1196	D					Chromosome segregation ATPases
jgi|MicpuN3v2|4593|wlab.235406.1	CDD:223102	34.921	63	37	2	15	74	31	92	3.26e-08	49.2	COG0023	J					Translation initiation factor 1 (eIF-1/SUI1) and related proteins
jgi|MicpuN3v2|4594|wlab.247795.1	CDD:225201	26.950	282	171	12	419	695	196	447	8.04e-22	96.7	COG2319	R					FOG: WD40 repeat
jgi|MicpuN3v2|4599|wlab.235405.1	CDD:223533	29.060	117	80	1	116	232	154	267	5.54e-07	46.8	COG0457	R					FOG: TPR repeat
jgi|MicpuN3v2|459|wlab.241695.1	CDD:223123	49.620	395	183	7	31	421	1	383	5.50e-169	476	COG0045	C					Succinyl-CoA synthetase, beta subunit
jgi|MicpuN3v2|45|wlab.243548.1	CDD:223320	39.506	162	97	1	86	246	6	167	4.92e-58	179	COG0242	J					N-formylmethionyl-tRNA deformylase
jgi|MicpuN3v2|4600|wlab.235404.1	CDD:227863	35.714	56	31	2	123	178	59	109	7.26e-06	41.3	COG5576	K					Homeodomain-containing transcription factor
jgi|MicpuN3v2|4601|wlab.235403.1	CDD:224178	35.685	241	140	5	350	589	164	390	5.98e-50	175	COG1258	J					Predicted pseudouridylate synthase
jgi|MicpuN3v2|4603|wlab.235401.1	CDD:223893	30.556	72	44	3	418	489	238	303	4.32e-06	46.7	COG0823	U					Periplasmic component of the Tol biopolymer transport system
jgi|MicpuN3v2|4604|wlab.247797.1	CDD:223528	18.266	323	217	13	81	384	16	310	8.42e-11	59.6	COG0451	M	G				Nucleoside-diphosphate-sugar epimerases
jgi|MicpuN3v2|4605|wlab.247798.1	CDD:227455	24.309	181	88	7	789	967	22	155	2.72e-15	71.6	COG5126	T	Z	D	R		Ca2+-binding protein (EF-Hand superfamily)
jgi|MicpuN3v2|4608|wlab.1568.1	CDD:223350	34.211	76	49	1	172	246	576	651	1.49e-07	49.5	COG0272	L					NAD-dependent DNA ligase (contains BRCT domain type II)
jgi|MicpuN3v2|4609|wlab.248592.1	CDD:227455	32.432	74	46	1	3	76	86	155	8.68e-12	60.4	COG5126	T	Z	D	R		Ca2+-binding protein (EF-Hand superfamily)
jgi|MicpuN3v2|460|wlab.232290.1	CDD:223601	34.188	468	279	11	65	529	4	445	5.88e-124	368	COG0527	E					Aspartokinases
jgi|MicpuN3v2|4610|wlab.235398.1	CDD:223831	42.718	103	57	2	115	216	167	268	3.22e-17	75.9	COG0760	O					Parvulin-like peptidyl-prolyl isomerase
jgi|MicpuN3v2|4611|wlab.235397.1	CDD:224105	26.816	358	203	8	13	369	2	301	1.14e-46	158	COG1184	J					Translation initiation factor 2B subunit, eIF-2B alpha/beta/delta family
jgi|MicpuN3v2|4612|wlab.235396.1	CDD:225297	48.077	52	26	1	225	276	96	146	7.34e-09	52.8	COG2453	T					Predicted protein-tyrosine phosphatase
jgi|MicpuN3v2|4617|wlab.235391.1	CDD:225371	23.747	379	260	6	123	501	38	387	3.35e-15	74.2	COG2814	G					Arabinose efflux permease
jgi|MicpuN3v2|461|wlab.232291.1	CDD:227563	23.509	285	187	7	414	689	23	285	5.52e-12	65.3	COG5238	T	A				Ran GTPase-activating protein (RanGAP) involved in mRNA processing and transport
jgi|MicpuN3v2|4620|wlab.245234.1	CDD:223964	21.875	160	116	4	336	495	574	724	7.81e-09	56.5	COG1033	R					Predicted exporters of the RND superfamily
jgi|MicpuN3v2|4621|wlab.235390.1	CDD:227862	23.056	373	186	6	182	538	244	531	6.77e-45	163	COG5575	L					Origin recognition complex, subunit 2
jgi|MicpuN3v2|4622|wlab.1570.1	CDD:223669	20.748	294	204	8	61	340	3	281	2.20e-16	75.8	COG0596	R					Predicted hydrolases or acyltransferases (alpha/beta hydrolase superfamily)
jgi|MicpuN3v2|4626|wlab.5323.1	CDD:225201	24.719	267	165	11	140	395	155	396	7.90e-06	46.2	COG2319	R					FOG: WD40 repeat
jgi|MicpuN3v2|4627|wlab.235386.1	CDD:223640	31.977	172	107	4	158	323	90	257	1.19e-29	113	COG0566	J					rRNA methylases
jgi|MicpuN3v2|4628|wlab.235385.1	CDD:227470	32.075	53	32	2	257	307	196	246	7.60e-05	45.0	COG5141	R					PHD zinc finger-containing protein
jgi|MicpuN3v2|4629|wlab.235384.1	CDD:225201	22.188	320	213	15	36	344	55	349	4.08e-17	79.7	COG2319	R					FOG: WD40 repeat
jgi|MicpuN3v2|462|wlab.247096.1	CDD:223738	22.727	176	120	5	596	762	16	184	4.62e-12	63.7	COG0666	R					FOG: Ankyrin repeat
jgi|MicpuN3v2|4631|wlab.235381.1	CDD:224212	20.802	673	407	16	87	757	4	552	2.05e-62	216	COG1293	K					Predicted RNA-binding protein homologous to eukaryotic snRNP
jgi|MicpuN3v2|4632|wlab.235382.1	CDD:223492	22.894	463	298	22	89	543	2	413	1.74e-60	204	COG0415	L					Deoxyribodipyrimidine photolyase
jgi|MicpuN3v2|4633|wlab.5325.1	CDD:226400	21.250	80	51	1	563	642	7	74	6.55e-07	48.6	COG3883	S					Uncharacterized protein conserved in bacteria
jgi|MicpuN3v2|4634|wlab.23907.1	CDD:225201	23.948	309	187	8	3189	3485	167	439	3.67e-14	75.1	COG2319	R					FOG: WD40 repeat
jgi|MicpuN3v2|4635|wlab.231339.1	CDD:223936	39.052	443	232	13	7	442	3	414	1.13e-125	368	COG1004	M					Predicted UDP-glucose 6-dehydrogenase
jgi|MicpuN3v2|4637|wlab.245160.1	CDD:223443	25.344	509	277	16	281	695	1	500	4.56e-47	172	COG0366	G					Glycosidases
jgi|MicpuN3v2|4638|wlab.235378.1	CDD:226401	22.222	270	190	7	95	364	1	250	2.49e-21	89.9	COG3884	I					Acyl-ACP thioesterase
jgi|MicpuN3v2|4639|wlab.247804.1	CDD:223228	27.353	340	183	12	104	434	59	343	7.30e-39	140	COG0150	F					Phosphoribosylaminoimidazole (AIR) synthetase
jgi|MicpuN3v2|463|wlab.247097.1	CDD:223589	23.711	291	171	8	130	409	24	274	4.09e-26	107	COG0515	R	T	K	L		Serine/threonine protein kinase
jgi|MicpuN3v2|4642|wlab.235374.1	CDD:223222	26.389	432	224	11	8	437	15	354	6.26e-72	236	COG0144	J					tRNA and rRNA cytosine-C5-methylases
jgi|MicpuN3v2|4647|wlab.235370.1	CDD:224941	32.143	140	84	4	52	181	18	156	4.55e-21	82.1	COG2030	I					Acyl dehydratase
jgi|MicpuN3v2|4650|wlab.2798.1	CDD:224871	31.941	407	245	12	30	426	5	389	7.27e-85	262	COG1960	I					Acyl-CoA dehydrogenases
jgi|MicpuN3v2|4651|wlab.235367.1	CDD:223600	21.600	125	90	3	4	126	1	119	4.66e-05	38.3	COG0526	O	C				Thiol-disulfide isomerase and thioredoxins
jgi|MicpuN3v2|4652|wlab.235366.1	CDD:225086	31.212	330	171	16	2	324	6	286	5.01e-37	131	COG2175	Q					Probable taurine catabolism dioxygenase
jgi|MicpuN3v2|4653|wlab.247807.1	CDD:224117	25.000	204	141	4	338	534	720	918	1.22e-06	48.9	COG1196	D					Chromosome segregation ATPases
jgi|MicpuN3v2|4654|wlab.247808.1	CDD:224504	37.500	56	34	1	310	365	14	68	1.48e-04	37.7	COG1588	J					RNase P/RNase MRP subunit p29
jgi|MicpuN3v2|4655|wlab.248657.1	CDD:223589	27.424	361	221	11	110	445	1	345	1.10e-43	157	COG0515	R	T	K	L		Serine/threonine protein kinase
jgi|MicpuN3v2|4657|wlab.235362.1	CDD:223638	33.457	269	151	9	102	366	29	273	1.76e-53	176	COG0564	J					Pseudouridylate synthases, 23S RNA-specific
jgi|MicpuN3v2|4658|wlab.235361.1	CDD:227371	20.854	398	229	20	11	375	151	495	7.02e-19	88.3	COG5038	R					Ca2+-dependent lipid-binding protein, contains C2 domain
jgi|MicpuN3v2|4659|wlab.235360.1	CDD:223560	54.902	51	23	0	55	105	7	57	2.57e-18	80.0	COG0484	O					DnaJ-class molecular chaperone with C-terminal Zn finger domain
jgi|MicpuN3v2|465|wlab.247099.1	CDD:227468	20.854	398	272	11	63	454	37	397	7.68e-24	100	COG5139	S					Uncharacterized conserved protein
jgi|MicpuN3v2|4660|wlab.247809.1	CDD:224117	25.309	162	107	2	70	231	352	499	1.82e-08	53.9	COG1196	D					Chromosome segregation ATPases
jgi|MicpuN3v2|4662|wlab.235358.1	CDD:224117	17.982	228	164	4	1338	1546	212	435	1.74e-06	50.5	COG1196	D					Chromosome segregation ATPases
jgi|MicpuN3v2|4665|wlab.231327.1	CDD:223589	29.794	339	218	8	30	352	1	335	3.23e-55	188	COG0515	R	T	K	L		Serine/threonine protein kinase
jgi|MicpuN3v2|4667|wlab.1572.1	CDD:223738	30.556	144	90	3	115	251	43	183	1.95e-09	54.4	COG0666	R					FOG: Ankyrin repeat
jgi|MicpuN3v2|466|wlab.232284.1	CDD:225201	25.633	316	210	9	8	314	144	443	6.80e-32	120	COG2319	R					FOG: WD40 repeat
jgi|MicpuN3v2|4671|wlab.235352.1	CDD:227827	40.000	50	27	2	261	309	325	372	2.89e-09	54.6	COG5540	O					RING-finger-containing ubiquitin ligase
jgi|MicpuN3v2|4674|wlab.247812.1	CDD:227602	26.176	489	251	12	1	431	1	437	8.70e-62	204	COG5277	Z					Actin and related proteins
jgi|MicpuN3v2|4677|wlab.235347.1	CDD:225491	27.895	190	120	6	523	698	293	479	7.22e-21	93.7	COG2940	R					Proteins containing SET domain
jgi|MicpuN3v2|4678|wlab.5342.1	CDD:223545	45.435	471	242	8	1711	2181	5	460	1.09e-155	487	COG0469	G					Pyruvate kinase
jgi|MicpuN3v2|467|wlab.241686.1	CDD:223779	21.345	342	202	13	165	489	64	355	5.42e-30	117	COG0707	M					UDP-N-acetylglucosamine:LPS N-acetylglucosamine transferase
jgi|MicpuN3v2|4681|wlab.235344.1	CDD:226989	24.096	166	99	2	34	199	1	139	1.14e-15	71.7	COG4642	S					Uncharacterized protein conserved in bacteria
jgi|MicpuN3v2|4683|wlab.235343.1	CDD:223542	40.134	897	404	13	107	1001	8	773	0.0	985	COG0466	O					ATP-dependent Lon protease, bacterial type
jgi|MicpuN3v2|468|wlab.247100.1	CDD:227390	40.741	324	180	2	2	314	7	329	1.50e-104	307	COG5057	D	T				Phosphotyrosyl phosphatase activator
jgi|MicpuN3v2|4690|wlab.235338.1	CDD:223619	39.695	131	65	4	245	365	78	204	5.85e-37	129	COG0545	O					FKBP-type peptidyl-prolyl cis-trans isomerases 1
jgi|MicpuN3v2|4691|wlab.235337.1	CDD:223551	28.852	357	217	7	251	605	63	384	1.21e-48	172	COG0475	P					Kef-type K+ transport systems, membrane components
jgi|MicpuN3v2|4696|wlab.5351.1	CDD:223532	23.009	113	85	1	56	168	67	177	2.11e-14	65.0	COG0456	R					Acetyltransferases
jgi|MicpuN3v2|4697|wlab.235333.1	CDD:223277	44.186	43	19	2	15	54	18	58	1.68e-08	42.6	COG0199	J					Ribosomal protein S14
jgi|MicpuN3v2|4698|wlab.247816.1	CDD:223589	31.818	286	167	5	533	794	4	285	4.93e-49	175	COG0515	R	T	K	L		Serine/threonine protein kinase
jgi|MicpuN3v2|4699|wlab.235332.1	CDD:227444	43.299	97	52	2	1504	1600	821	914	7.09e-20	93.5	COG5113	O					Ubiquitin fusion degradation protein 2
jgi|MicpuN3v2|4701|wlab.16383.1	CDD:227560	28.017	232	159	6	36	265	32	257	3.92e-39	134	COG5235	L					Single-stranded DNA-binding replication protein A (RPA), medium (30 kD) subunit
jgi|MicpuN3v2|4703|wlab.235328.1	CDD:223589	31.333	300	160	10	232	509	2	277	7.72e-47	168	COG0515	R	T	K	L		Serine/threonine protein kinase
jgi|MicpuN3v2|4705|wlab.248549.1	CDD:224025	28.972	214	130	5	4	196	3	215	3.14e-39	132	COG1100	R					GTPase SAR1 and related small G proteins
jgi|MicpuN3v2|4706|wlab.235326.1	CDD:223374	35.417	528	286	10	184	709	3	477	2.45e-135	405	COG0297	G					Glycogen synthase
jgi|MicpuN3v2|4707|wlab.235325.1	CDD:223979	31.111	90	58	2	149	236	22	109	1.71e-05	41.2	COG1051	F					ADP-ribose pyrophosphatase
jgi|MicpuN3v2|4708|wlab.245150.1	CDD:223374	34.592	503	257	18	872	1327	3	480	2.74e-123	388	COG0297	G					Glycogen synthase
jgi|MicpuN3v2|4710|wlab.247818.1	CDD:223736	26.786	56	41	0	672	727	1	56	2.22e-04	41.4	COG0664	T					cAMP-binding proteins - catabolite gene activator and regulatory subunit of cAMP-dependent protein kinases
jgi|MicpuN3v2|4711|wlab.23938.1	CDD:223738	30.189	159	98	3	10	158	72	227	8.85e-15	66.8	COG0666	R					FOG: Ankyrin repeat
jgi|MicpuN3v2|4713|wlab.235321.1	CDD:227581	43.656	465	223	10	1	464	1	427	2.90e-148	427	COG5256	J					Translation elongation factor EF-1alpha (GTPase)
jgi|MicpuN3v2|4714|wlab.235320.1	CDD:223533	19.540	261	205	3	341	596	7	267	9.36e-14	69.9	COG0457	R					FOG: TPR repeat
jgi|MicpuN3v2|4715|wlab.235318.1	CDD:225427	28.517	263	154	11	84	340	1	235	1.24e-37	132	COG2872	R					Predicted metal-dependent hydrolases related to alanyl-tRNA synthetase HxxxH domain
jgi|MicpuN3v2|4716|wlab.247820.1	CDD:225362	47.826	46	23	1	119	164	9	53	1.65e-07	49.0	COG2802	R					Uncharacterized protein, similar to the N-terminal domain of Lon protease
jgi|MicpuN3v2|4718|wlab.235316.1	CDD:224015	40.836	311	164	8	61	366	1	296	5.20e-100	295	COG1090	R					Predicted nucleoside-diphosphate sugar epimerase
jgi|MicpuN3v2|4719|wlab.235315.1	CDD:223307	50.746	134	63	2	95	228	1	131	1.02e-73	217	COG0229	O					Conserved domain frequently associated with peptide methionine sulfoxide reductase
jgi|MicpuN3v2|471|wlab.247103.1	CDD:224947	32.353	68	44	1	4	69	15	82	8.38e-06	40.8	COG2036	B					Histones H3 and H4
jgi|MicpuN3v2|4721|wlab.235313.1	CDD:223343	36.968	376	196	9	86	454	4	345	1.44e-61	201	COG0265	O					Trypsin-like serine proteases, typically periplasmic, contain C-terminal PDZ domain
jgi|MicpuN3v2|4723|wlab.247821.1	CDD:224630	29.412	68	44	2	84	151	93	156	1.37e-05	40.7	COG1716	T					FOG: FHA domain
jgi|MicpuN3v2|4724|wlab.247822.1	CDD:223587	42.894	387	209	5	32	416	1	377	2.72e-142	414	COG0513	L	K	J			Superfamily II DNA and RNA helicases
jgi|MicpuN3v2|4725|wlab.247823.1	CDD:223385	36.996	892	505	20	64	939	9	859	0.0	706	COG0308	E					Aminopeptidase N
jgi|MicpuN3v2|4727|wlab.247824.1	CDD:224081	34.114	299	171	6	166	460	15	291	1.20e-72	229	COG1159	R					GTPase
jgi|MicpuN3v2|472|wlab.14876.1	CDD:223783	29.839	124	87	0	89	212	16	139	9.13e-11	55.4	COG0711	C					F0F1-type ATP synthase, subunit b
jgi|MicpuN3v2|4737|wlab.235300.1	CDD:223704	20.915	306	163	13	63	363	21	252	7.95e-21	89.0	COG0631	T					Serine/threonine protein phosphatase
jgi|MicpuN3v2|4738|wlab.235299.1	CDD:225035	25.754	431	242	14	164	585	50	411	2.15e-56	194	COG2124	Q					Cytochrome P450
jgi|MicpuN3v2|4741|wlab.235297.1	CDD:226413	38.938	226	102	10	94	318	26	216	2.39e-21	87.9	COG3897	R					Predicted methyltransferase
jgi|MicpuN3v2|4742|wlab.235296.1	CDD:224828	40.426	47	27	1	62	108	12	57	5.27e-08	52.4	COG1916	S					Uncharacterized homolog of PrgY (pheromone shutdown protein)
jgi|MicpuN3v2|4743|wlab.235295.1	CDD:223796	22.449	147	91	3	244	379	117	251	3.44e-08	52.6	COG0724	R					RNA-binding proteins (RRM domain)
jgi|MicpuN3v2|4744|wlab.245143.1	CDD:225549	39.733	375	211	3	110	483	18	378	3.69e-98	299	COG3004	P					Na+/H+ antiporter
jgi|MicpuN3v2|4745|wlab.235294.1	CDD:225201	28.197	305	206	8	169	465	157	456	2.34e-31	122	COG2319	R					FOG: WD40 repeat
jgi|MicpuN3v2|4746|wlab.235293.1	CDD:223282	21.226	212	137	8	74	285	61	242	4.21e-09	53.0	COG0204	I					1-acyl-sn-glycerol-3-phosphate acyltransferase
jgi|MicpuN3v2|4747|wlab.247827.1	CDD:225257	25.333	75	56	0	7	81	4	78	2.28e-06	42.4	COG2383	S					Uncharacterized conserved protein
jgi|MicpuN3v2|4748|wlab.235292.1	CDD:226297	30.460	174	99	4	79	252	82	233	2.32e-27	108	COG3774	M					Mannosyltransferase OCH1 and related enzymes
jgi|MicpuN3v2|474|wlab.232279.1	CDD:223615	50.572	437	207	4	92	527	1	429	0.0	532	COG0541	U					Signal recognition particle GTPase
jgi|MicpuN3v2|4750|wlab.235288.1	CDD:224805	26.023	342	189	8	19	357	2	282	2.29e-40	143	COG1893	H					Ketopantoate reductase
jgi|MicpuN3v2|4752|wlab.1590.1	CDD:223600	33.898	59	38	1	45	103	36	93	1.39e-05	39.5	COG0526	O	C				Thiol-disulfide isomerase and thioredoxins
jgi|MicpuN3v2|4755|wlab.5375.1	CDD:226985	22.392	393	240	19	372	728	1	364	4.56e-27	111	COG4638	P	R				Phenylpropionate dioxygenase and related ring-hydroxylating dioxygenases, large terminal subunit
jgi|MicpuN3v2|4758|wlab.235695.1	CDD:227664	26.357	258	159	10	90	341	95	327	7.47e-16	77.6	COG5371	G	O				Golgi nucleoside diphosphatase
jgi|MicpuN3v2|4759|wlab.235284.1	CDD:223589	26.389	360	221	9	449	789	1	335	1.24e-36	139	COG0515	R	T	K	L		Serine/threonine protein kinase
jgi|MicpuN3v2|475|wlab.241626.1	CDD:223578	52.612	536	234	5	20	554	16	532	0.0	826	COG0504	F					CTP synthase (UTP-ammonia lyase)
jgi|MicpuN3v2|4760|wlab.235283.1	CDD:227719	40.541	37	18	1	312	348	41	73	5.13e-05	41.6	COG5432	T					RING-finger-containing E3 ubiquitin ligase
jgi|MicpuN3v2|4761|wlab.247828.1	CDD:223795	34.659	176	102	4	94	267	2	166	1.92e-46	150	COG0723	C					Rieske Fe-S protein
jgi|MicpuN3v2|4763|wlab.235279.1	CDD:223739	26.989	352	198	12	17	355	11	316	1.49e-34	126	COG0667	C					Predicted oxidoreductases (related to aryl-alcohol dehydrogenases)
jgi|MicpuN3v2|4765|wlab.5378.1	CDD:223669	25.000	276	188	6	127	398	19	279	2.70e-21	90.8	COG0596	R					Predicted hydrolases or acyltransferases (alpha/beta hydrolase superfamily)
jgi|MicpuN3v2|4766|wlab.17724.1	CDD:223832	30.000	340	179	10	101	440	1	281	1.27e-94	284	COG0761	I	M				Penicillin tolerance protein
jgi|MicpuN3v2|4767|wlab.235276.1	CDD:226148	28.846	208	127	5	734	928	6	205	3.17e-22	97.7	COG3621	R					Patatin
jgi|MicpuN3v2|4768|wlab.235278.1	CDD:227435	29.032	93	50	3	119	206	2	83	1.07e-06	45.8	COG5104	A					Splicing factor
jgi|MicpuN3v2|476|wlab.241625.1	CDD:226809	23.529	255	182	7	90	342	80	323	6.82e-08	52.3	COG4372	S					Uncharacterized protein conserved in bacteria with the myosin-like domain
jgi|MicpuN3v2|4771|wlab.23964.1	CDD:224859	27.953	254	162	9	887	1138	4	238	7.22e-39	142	COG1948	L					ERCC4-type nuclease
jgi|MicpuN3v2|4773|wlab.235274.1	CDD:224129	24.760	416	244	14	18	426	1	354	6.28e-51	179	COG1208	M	J				Nucleoside-diphosphate-sugar pyrophosphorylase involved in lipopolysaccharide biosynthesis/translation initiation factor 2B, gamma/epsilon subunits (eIF-2Bgamma/eIF-2Bepsilon)
jgi|MicpuN3v2|4777|wlab.235271.1	CDD:223589	24.919	309	198	10	22	321	2	285	6.22e-49	169	COG0515	R	T	K	L		Serine/threonine protein kinase
jgi|MicpuN3v2|4778|wlab.235270.1	CDD:223833	33.333	84	56	0	104	187	13	96	1.65e-14	63.4	COG0762	S					Predicted integral membrane protein
jgi|MicpuN3v2|4781|wlab.247831.1	CDD:223944	47.158	475	240	4	88	560	1	466	0.0	523	COG1012	C					NAD-dependent aldehyde dehydrogenases
jgi|MicpuN3v2|4783|wlab.248655.1	CDD:223533	20.089	224	146	4	296	515	74	268	6.47e-05	42.5	COG0457	R					FOG: TPR repeat
jgi|MicpuN3v2|4784|wlab.247834.1	CDD:225179	21.331	511	294	10	6	505	12	425	1.31e-36	138	COG2270	R					Permeases of the major facilitator superfamily
jgi|MicpuN3v2|4786|wlab.245141.1	CDD:224415	41.523	407	221	8	46	450	2	393	1.43e-137	399	COG1498	J					Protein implicated in ribosomal biogenesis, Nop56p homolog
jgi|MicpuN3v2|4787|wlab.248428.1	CDD:223463	39.759	166	85	6	20	177	4	162	9.43e-48	150	COG0386	O					Glutathione peroxidase
jgi|MicpuN3v2|4790|wlab.23971.1	CDD:227944	22.458	236	171	4	2	230	3	233	3.13e-17	84.1	COG5657	D					CAS/CSE protein involved in chromosome segregation
jgi|MicpuN3v2|4793|wlab.27932.1	CDD:223120	32.759	290	181	7	440	725	5	284	3.75e-59	201	COG0042	J					tRNA-dihydrouridine synthase
jgi|MicpuN3v2|4795|wlab.23973.1	CDD:224868	43.769	329	160	7	8	334	2	307	3.31e-114	331	COG1957	F					Inosine-uridine nucleoside N-ribohydrolase
jgi|MicpuN3v2|4796|wlab.235259.1	CDD:223208	39.908	218	94	4	88	305	14	194	5.23e-68	211	COG0130	J					Pseudouridine synthase
jgi|MicpuN3v2|4797|wlab.235260.1	CDD:224117	15.571	289	223	4	91	379	667	934	5.46e-05	43.2	COG1196	D					Chromosome segregation ATPases
jgi|MicpuN3v2|4799|wlab.235257.1	CDD:223120	31.210	314	199	10	86	391	9	313	1.58e-73	232	COG0042	J					tRNA-dihydrouridine synthase
jgi|MicpuN3v2|47|wlab.243547.1	CDD:223177	61.667	120	44	2	58	175	2	121	2.69e-54	165	COG0099	J					Ribosomal protein S13
jgi|MicpuN3v2|4801|wlab.235258.1	CDD:223968	55.517	1151	501	6	104	1251	6	1148	0.0	1690	COG1038	C					Pyruvate carboxylase
jgi|MicpuN3v2|4808|wlab.235252.1	CDD:223574	21.466	191	147	3	65	253	36	225	1.20e-09	54.9	COG0500	Q	R				SAM-dependent methyltransferases
jgi|MicpuN3v2|4809|wlab.235251.1	CDD:223117	30.341	323	208	12	91	411	3	310	1.31e-66	212	COG0039	C					Malate/lactate dehydrogenases
jgi|MicpuN3v2|480|wlab.241617.1	CDD:223327	29.114	869	522	22	23	880	13	798	7.07e-149	459	COG0249	L					Mismatch repair ATPase (MutS family)
jgi|MicpuN3v2|4810|wlab.235249.1	CDD:227887	31.148	244	158	5	164	402	172	410	1.55e-38	140	COG5600	L					Transcription-associated recombination protein
jgi|MicpuN3v2|4811|wlab.235250.1	CDD:225311	34.375	256	141	8	47	296	4	238	2.76e-45	156	COG2513	G					PEP phosphonomutase and related enzymes
jgi|MicpuN3v2|4813|wlab.5399.1	CDD:223340	28.221	163	94	10	103	263	3	144	8.20e-18	76.2	COG0262	H					Dihydrofolate reductase
jgi|MicpuN3v2|4814|wlab.235245.1	CDD:223562	36.549	539	311	11	99	636	4	512	9.08e-149	440	COG0488	R					ATPase components of ABC transporters with duplicated ATPase domains
jgi|MicpuN3v2|4815|wlab.235246.1	CDD:224138	50.469	640	273	9	72	706	3	603	0.0	838	COG1217	T					Predicted membrane GTPase involved in stress response
